locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLMJLKIP_03091	CDS	471	argR		COG1438	Arginine repressor
PLMJLKIP_03092	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
PLMJLKIP_03093	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
PLMJLKIP_03094	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
PLMJLKIP_03095	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
PLMJLKIP_03096	CDS	1128	zapE		COG1485	Cell division protein ZapE
PLMJLKIP_03097	CDS	429	rplM		COG0102	50S ribosomal protein L13
PLMJLKIP_03098	CDS	393	rpsI		COG0103	30S ribosomal protein S9
PLMJLKIP_03099	CDS	639	sspA		COG0625	Stringent starvation protein A
PLMJLKIP_03100	CDS	498	sspB		COG2969	Stringent starvation protein B
PLMJLKIP_03101	CDS	1368	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
PLMJLKIP_03102	CDS	792	nanR_1		COG2186	HTH-type transcriptional repressor NanR
PLMJLKIP_03103	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
PLMJLKIP_03104	CDS	1491	nanT			Sialic acid transporter NanT
PLMJLKIP_03105	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
PLMJLKIP_03106	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
PLMJLKIP_03107	CDS	465	yhcH_2		COG2731	putative protein YhcH
PLMJLKIP_03108	CDS	1128	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
PLMJLKIP_03109	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
PLMJLKIP_03110	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
PLMJLKIP_03111	CDS	930				hypothetical protein
PLMJLKIP_03112	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
PLMJLKIP_03113	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
PLMJLKIP_03114	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
PLMJLKIP_03115	CDS	633	yrbL			putative protein YrbL
PLMJLKIP_03116	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
PLMJLKIP_03117	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
PLMJLKIP_03118	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
PLMJLKIP_03119	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
PLMJLKIP_03120	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
PLMJLKIP_03121	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PLMJLKIP_03122	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
PLMJLKIP_03123	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
PLMJLKIP_03124	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
PLMJLKIP_03125	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PLMJLKIP_03126	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
PLMJLKIP_03127	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
PLMJLKIP_03128	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PLMJLKIP_03129	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
PLMJLKIP_03130	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
PLMJLKIP_03131	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
PLMJLKIP_03132	CDS	270	ibaG		COG5007	Acid stress protein IbaG
PLMJLKIP_03133	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PLMJLKIP_03134	CDS	279				hypothetical protein
PLMJLKIP_03135	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
PLMJLKIP_03136	CDS	312	rplU		COG0261	50S ribosomal protein L21
PLMJLKIP_03137	CDS	258	rpmA		COG0211	50S ribosomal protein L27
PLMJLKIP_03138	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
PLMJLKIP_03139	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
PLMJLKIP_03140	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
PLMJLKIP_03141	CDS	477	greA		COG0782	Transcription elongation factor GreA
PLMJLKIP_03142	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
PLMJLKIP_03143	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
PLMJLKIP_03144	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
PLMJLKIP_03145	CDS	849	folP_3	2.5.1.15	COG0294	Dihydropteroate synthase
PLMJLKIP_03146	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
PLMJLKIP_03147	CDS	333	secG		COG1314	Protein-export membrane protein SecG
PLMJLKIP_03148	tRNA	87				tRNA-Leu(gag)
PLMJLKIP_03149	CDS	1518	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
PLMJLKIP_03150	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
PLMJLKIP_03151	tRNA	77				tRNA-Met(cat)
PLMJLKIP_03152	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
PLMJLKIP_03153	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
PLMJLKIP_03154	CDS	2673	infB		COG0532	Translation initiation factor IF-2
PLMJLKIP_03155	CDS	402	rbfA		COG0858	30S ribosome-binding factor
PLMJLKIP_03156	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
PLMJLKIP_03157	CDS	270	rpsO		COG0184	30S ribosomal protein S15
PLMJLKIP_03158	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PLMJLKIP_03159	CDS	885	nlpI		COG4785	Lipoprotein NlpI
PLMJLKIP_03160	CDS	1902	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
PLMJLKIP_03161	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
PLMJLKIP_03162	CDS	531				hypothetical protein
PLMJLKIP_03163	CDS	720				hypothetical protein
PLMJLKIP_03164	CDS	1008				hypothetical protein
PLMJLKIP_03165	CDS	879				hypothetical protein
PLMJLKIP_03166	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
PLMJLKIP_03167	CDS	525	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
PLMJLKIP_03168	CDS	504				hypothetical protein
PLMJLKIP_03169	CDS	303				hypothetical protein
PLMJLKIP_03170	CDS	444				hypothetical protein
PLMJLKIP_03171	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
PLMJLKIP_03172	CDS	636				hypothetical protein
PLMJLKIP_03173	CDS	1041				hypothetical protein
PLMJLKIP_03174	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
PLMJLKIP_03175	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
PLMJLKIP_03176	CDS	396				hypothetical protein
PLMJLKIP_03177	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
PLMJLKIP_03178	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PLMJLKIP_03179	CDS	714	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
PLMJLKIP_03180	CDS	792	manZ_2		COG3716	PTS system mannose-specific EIID component
PLMJLKIP_03181	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
PLMJLKIP_03182	CDS	477	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
PLMJLKIP_03183	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
PLMJLKIP_03184	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
PLMJLKIP_03185	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
PLMJLKIP_03186	CDS	435	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
PLMJLKIP_03187	CDS	879	manZ_3		COG3716	PTS system mannose-specific EIID component
PLMJLKIP_03188	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
PLMJLKIP_03189	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
PLMJLKIP_03190	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
PLMJLKIP_03191	CDS	810	srlR_4		COG1349	Glucitol operon repressor
PLMJLKIP_03192	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
PLMJLKIP_03193	CDS	336	prlF		COG2002	Antitoxin PrlF
PLMJLKIP_03194	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
PLMJLKIP_03195	CDS	1335	garP			putative galactarate transporter
PLMJLKIP_03196	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
PLMJLKIP_03197	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PLMJLKIP_03198	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
PLMJLKIP_03199	CDS	1188				hypothetical protein
PLMJLKIP_03200	CDS	540				hypothetical protein
PLMJLKIP_03201	CDS	345				hypothetical protein
PLMJLKIP_03202	CDS	939	tsaR_2			HTH-type transcriptional regulator TsaR
PLMJLKIP_03203	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
PLMJLKIP_03204	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
PLMJLKIP_03205	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
PLMJLKIP_03206	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
PLMJLKIP_03207	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
PLMJLKIP_03208	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
PLMJLKIP_03209	CDS	1332	dlsT		COG0814	putative serine transporter
PLMJLKIP_03210	CDS	1311				hypothetical protein
PLMJLKIP_03211	CDS	165				hypothetical protein
PLMJLKIP_03212	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
PLMJLKIP_03213	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
PLMJLKIP_03214	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
PLMJLKIP_03215	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
PLMJLKIP_03216	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
PLMJLKIP_03217	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
PLMJLKIP_03218	CDS	300				hypothetical protein
PLMJLKIP_03219	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
PLMJLKIP_03220	CDS	306	yqjD		COG4575	putative protein YqjD
PLMJLKIP_03221	CDS	369	yqjC			Protein YqjC
PLMJLKIP_03222	CDS	384	mzrA			Modulator protein MzrA
PLMJLKIP_03223	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
PLMJLKIP_03224	CDS	777	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PLMJLKIP_03225	CDS	1299	exuT_2			Hexuronate transporter
PLMJLKIP_03226	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
PLMJLKIP_03227	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
PLMJLKIP_03228	CDS	552	ygjV			Inner membrane protein YgjV
PLMJLKIP_03229	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
PLMJLKIP_03230	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
PLMJLKIP_03231	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
PLMJLKIP_03232	CDS	684				hypothetical protein
PLMJLKIP_03233	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
PLMJLKIP_03234	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
PLMJLKIP_03235	CDS	315	higB_2	3.1.-.-	COG4680	mRNA interferase HigB
PLMJLKIP_03236	CDS	417	higA		COG5499	Antitoxin HigA
PLMJLKIP_03237	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
PLMJLKIP_03238	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
PLMJLKIP_03239	CDS	1071				hypothetical protein
PLMJLKIP_03240	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
PLMJLKIP_03241	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
PLMJLKIP_03242	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
PLMJLKIP_03243	CDS	984	melR_2		COG1609	HTH-type transcriptional repressor MelR
PLMJLKIP_03244	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
PLMJLKIP_03245	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
PLMJLKIP_03246	CDS	1521	aer		COG0840	Aerotaxis receptor
PLMJLKIP_03247	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
PLMJLKIP_03248	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
PLMJLKIP_03249	tRNA	76				tRNA-Met(cat)
PLMJLKIP_03250	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
PLMJLKIP_03251	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
PLMJLKIP_03252	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
PLMJLKIP_03253	CDS	216	rpsU		COG0828	30S ribosomal protein S21
PLMJLKIP_03254	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PLMJLKIP_03255	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
PLMJLKIP_03256	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
PLMJLKIP_03257	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
PLMJLKIP_03258	CDS	933	dmlR_5			HTH-type transcriptional regulator DmlR
PLMJLKIP_03259	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
PLMJLKIP_03260	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
PLMJLKIP_03261	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
PLMJLKIP_03262	CDS	1239	cca		COG0617	Multifunctional CCA protein
PLMJLKIP_03263	CDS	621				hypothetical protein
PLMJLKIP_03264	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
PLMJLKIP_03265	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
PLMJLKIP_03266	CDS	1434	hldE		COG2870	Bifunctional protein HldE
PLMJLKIP_03267	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
PLMJLKIP_03268	CDS	630	yqiJ			Inner membrane protein YqiJ
PLMJLKIP_03269	CDS	201	glgS			Surface composition regulator
PLMJLKIP_03270	CDS	300	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
PLMJLKIP_03271	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
PLMJLKIP_03272	CDS	171	yqiD			Protein YqiD
PLMJLKIP_03273	CDS	774	zupT		COG0428	Zinc transporter ZupT
PLMJLKIP_03274	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
PLMJLKIP_03275	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
PLMJLKIP_03276	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
PLMJLKIP_03277	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
PLMJLKIP_03278	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
PLMJLKIP_03279	CDS	672				hypothetical protein
PLMJLKIP_03280	CDS	1482	tolC		COG1538	Outer membrane protein TolC
PLMJLKIP_03281	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
PLMJLKIP_03282	CDS	423				hypothetical protein
PLMJLKIP_03283	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PLMJLKIP_03284	CDS	582				hypothetical protein
PLMJLKIP_03285	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
PLMJLKIP_03286	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
PLMJLKIP_03287	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
PLMJLKIP_03288	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
PLMJLKIP_03289	CDS	660	qseB			Transcriptional regulatory protein QseB
PLMJLKIP_03290	CDS	393	ygiW_2		COG3111	Protein YgiW
PLMJLKIP_03291	CDS	483	sbmC_2			DNA gyrase inhibitor
PLMJLKIP_03292	CDS	297	mqsR	3.1.-.-		mRNA interferase toxin MqsR
PLMJLKIP_03293	CDS	396	mqsA		COG1396	Antitoxin MqsA
PLMJLKIP_03294	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
PLMJLKIP_03295	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
PLMJLKIP_03296	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
PLMJLKIP_03297	CDS	1413	ftsP		COG2132	Cell division protein FtsP
PLMJLKIP_03298	CDS	1305	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PLMJLKIP_03299	CDS	483				hypothetical protein
PLMJLKIP_03300	CDS	984			COG1638	Solute-binding protein
PLMJLKIP_03301	CDS	1011	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
PLMJLKIP_03302	CDS	1017	lgoD_1	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
PLMJLKIP_03303	CDS	1473	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
PLMJLKIP_03304	CDS	750	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
PLMJLKIP_03305	CDS	2220				hypothetical protein
PLMJLKIP_03306	CDS	348				hypothetical protein
PLMJLKIP_03307	CDS	918				hypothetical protein
PLMJLKIP_03308	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
PLMJLKIP_03309	CDS	927				hypothetical protein
PLMJLKIP_03310	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
PLMJLKIP_03311	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
PLMJLKIP_03312	CDS	957	rhaS_4			HTH-type transcriptional activator RhaS
PLMJLKIP_03313	CDS	660	yghB		COG0586	Inner membrane protein YghB
PLMJLKIP_03314	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
PLMJLKIP_03315	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
PLMJLKIP_03316	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
PLMJLKIP_03317	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
PLMJLKIP_03318	CDS	495				hypothetical protein
PLMJLKIP_03319	CDS	1023	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
PLMJLKIP_03320	CDS	888				hypothetical protein
PLMJLKIP_03321	CDS	288				hypothetical protein
PLMJLKIP_03322	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
PLMJLKIP_03323	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
PLMJLKIP_03324	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
PLMJLKIP_03325	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
PLMJLKIP_03326	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
PLMJLKIP_03327	CDS	489	hybE			Hydrogenase-2 operon protein HybE
PLMJLKIP_03328	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
PLMJLKIP_03329	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
PLMJLKIP_03330	CDS	564				hypothetical protein
PLMJLKIP_03331	CDS	537				hypothetical protein
PLMJLKIP_03332	CDS	363				hypothetical protein
PLMJLKIP_03333	CDS	306				hypothetical protein
PLMJLKIP_03334	CDS	1164	xerD_1			Tyrosine recombinase XerD
PLMJLKIP_03335	tRNA	77				tRNA-Arg(tct)
PLMJLKIP_03336	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
PLMJLKIP_03337	CDS	516	sfmF			putative fimbrial-like protein SfmF
PLMJLKIP_03338	CDS	1008	sfmH			putative fimbrial-like protein SfmH
PLMJLKIP_03339	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
PLMJLKIP_03340	CDS	693	sfmC			putative fimbrial chaperone SfmC
PLMJLKIP_03341	CDS	543	sfmA			putative fimbrial-like protein SfmA
PLMJLKIP_03342	CDS	867	folD		COG0190	Bifunctional protein FolD protein
PLMJLKIP_03343	CDS	213	ybcJ		COG2501	putative protein YbcJ
PLMJLKIP_03344	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
PLMJLKIP_03345	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
PLMJLKIP_03346	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
PLMJLKIP_03347	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
PLMJLKIP_03348	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PLMJLKIP_03349	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
PLMJLKIP_03350	CDS	894	arcC2_2	2.7.2.2		Carbamate kinase 2
PLMJLKIP_03351	CDS	816				hypothetical protein
PLMJLKIP_03352	CDS	1260				hypothetical protein
PLMJLKIP_03353	CDS	1668	fdrA_2		COG0074	Protein FdrA
PLMJLKIP_03354	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
PLMJLKIP_03355	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
PLMJLKIP_03356	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
PLMJLKIP_03357	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
PLMJLKIP_03358	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
PLMJLKIP_03359	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
PLMJLKIP_03360	CDS	1455	ybbW		COG1953	Putative allantoin permease
PLMJLKIP_03361	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PLMJLKIP_03362	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
PLMJLKIP_03363	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
PLMJLKIP_03364	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
PLMJLKIP_03365	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
PLMJLKIP_03366	CDS	927	allS			HTH-type transcriptional activator AllS
PLMJLKIP_03367	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
PLMJLKIP_03368	CDS	2415				hypothetical protein
PLMJLKIP_03369	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PLMJLKIP_03370	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
PLMJLKIP_03371	CDS	771				hypothetical protein
PLMJLKIP_03372	CDS	855	cnoX		COG3118	Chaperedoxin
PLMJLKIP_03373	CDS	780	fetB		COG0390	putative iron export permease protein FetB
PLMJLKIP_03374	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
PLMJLKIP_03375	CDS	918	qmcA		COG0330	Protein QmcA
PLMJLKIP_03376	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
PLMJLKIP_03377	CDS	363				hypothetical protein
PLMJLKIP_03378	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PLMJLKIP_03379	CDS	795	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PLMJLKIP_03380	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
PLMJLKIP_03381	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
PLMJLKIP_03382	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
PLMJLKIP_03383	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PLMJLKIP_03384	CDS	543	zapC			Cell division protein ZapC
PLMJLKIP_03385	CDS	1110	ycbX		COG0633	putative protein YcbX
PLMJLKIP_03386	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
PLMJLKIP_03387	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
PLMJLKIP_03388	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
PLMJLKIP_03389	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
PLMJLKIP_03390	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
PLMJLKIP_03391	CDS	168	rmf		COG3130	Ribosome modulation factor
PLMJLKIP_03392	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
PLMJLKIP_03393	CDS	1761	lon_2	3.4.21.53		Lon protease
PLMJLKIP_03394	CDS	453	matP		COG3120	Macrodomain Ter protein
PLMJLKIP_03395	CDS	1041	ompA		COG2885	Outer membrane protein A
PLMJLKIP_03396	CDS	510	sulA		COG5404	Cell division inhibitor SulA
PLMJLKIP_03397	CDS	630	sxy		COG3070	Protein Sxy
PLMJLKIP_03398	CDS	2163	yccS		COG1289	Inner membrane protein YccS
PLMJLKIP_03399	CDS	447	yccF		COG3304	Inner membrane protein YccF
PLMJLKIP_03400	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
PLMJLKIP_03401	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
PLMJLKIP_03402	CDS	663				hypothetical protein
PLMJLKIP_03403	CDS	414	yccU		COG1832	putative protein YccU
PLMJLKIP_03404	CDS	318	hspQ		COG3785	Heat shock protein HspQ
PLMJLKIP_03405	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
PLMJLKIP_03406	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
